no_langganan,nama_pelanggan,alamat,no_telp,status,golongan,stand_awal,stand_akhir,pemakaian,tagihan,bulan
7690003,Drs Rapatini,Bukit Teratai 8/249,3749089,T,RT 4,1471,1488,17,94500,Januari 2026
7690003,Drs Rapatini,Bukit Teratai 8/249,3749089,T,RT 4,1488,1504,16,89500,Februari 2026
7690235,Susmini,Bukit Cempaka 2/27,3745047,T,RT 4,1403,1442,39,232500,September 2025
7690235,Susmini,Bukit Cempaka 2/27,3745047,T,RT 4,1442,1483,41,246500,Oktober 2025
7690235,Susmini,Bukit Cempaka 2/27,3745047,T,RT 4,1483,1514,31,176500,November 2025
7690235,Susmini,Bukit Cempaka 2/27,3745047,T,RT 4,1483,1514,31,176500,Desember 2025
7690235,Susmini,Bukit Cempaka 2/27,3745047,T,RT 4,1558,1623,65,414500,Januari 2026
7690235,Susmini,Bukit Cempaka 2/27,3745047,T,RT 4,1623,1650,27,151500,Februari 2026
7690616,Pujiono,Bukit Dahlia 4/132,3738050,T,RT 4,651,666,15,84500,September 2025
7690616,Pujiono,Bukit Dahlia 4/132,3738050,T,RT 4,666,683,17,94500,Oktober 2025
7690616,Pujiono,Bukit Dahlia 4/132,3738050,T,RT 4,683,698,15,84500,November 2025
7690616,Pujiono,Bukit Dahlia 4/132,3738050,T,RT 4,683,698,15,84500,Desember 2025
7690616,Pujiono,Bukit Dahlia 4/132,3738050,T,RT 4,714,731,17,94500,Januari 2026
7690616,Pujiono,Bukit Dahlia 4/132,3738050,T,RT 4,731,745,14,79500,Februari 2026
7690683,"Agung Setyo Nugroho, ST",Bukit Dahlia 10/197,3738006,T,RT 4,1414,1457,43,266500,September 2025
7690683,"Agung Setyo Nugroho, ST",Bukit Dahlia 10/197,3738006,T,RT 4,1457,1490,33,196500,Oktober 2025
7690683,"Agung Setyo Nugroho, ST",Bukit Dahlia 10/197,3738006,T,RT 4,1490,1513,23,133500,November 2025
7690683,"Agung Setyo Nugroho, ST",Bukit Dahlia 10/197,3738006,T,RT 4,1490,1513,23,133500,Desember 2025
7690683,"Agung Setyo Nugroho, ST",Bukit Dahlia 10/197,3738006,T,RT 4,1532,1567,35,210500,Januari 2026
7690683,"Agung Setyo Nugroho, ST",Bukit Dahlia 10/197,3738006,T,RT 4,1567,1582,15,90500,Februari 2026
7690987,Sugianto,Bukit Menur 4/331,3742030,Y,RT 3,2849,2886,37,191000,September 2025
7690987,Sugianto,Bukit Menur 4/331,3742030,Y,RT 3,2886,2918,32,158500,Oktober 2025
7690987,Sugianto,Bukit Menur 4/331,3742030,Y,RT 3,2918,2940,22,105500,November 2025
7690987,Sugianto,Bukit Menur 4/331,3742030,Y,RT 3,2918,2940,22,105500,Desember 2025
7690987,Sugianto,Bukit Menur 4/331,3742030,Y,RT 3,2963,2984,21,100500,Januari 2026
7690987,Sugianto,Bukit Menur 4/331,3742030,Y,RT 3,2984,3003,19,91500,Februari 2026
7691086,Rumiyatun,Bukit Cempaka 11/289,3744059,T,RT 4,1236,1236,10,59500,September 2025
7691086,Rumiyatun,Bukit Cempaka 11/289,3744059,T,RT 4,1236,1242,10,59500,Oktober 2025
7691086,Rumiyatun,Bukit Cempaka 11/289,3744059,T,RT 4,1242,1290,48,295500,November 2025
7691086,Rumiyatun,Bukit Cempaka 11/289,3744059,T,RT 4,1242,1290,48,295500,Desember 2025
7691086,Rumiyatun,Bukit Cempaka 11/289,3744059,T,RT 4,1299,1325,26,145500,Januari 2026
7691086,Rumiyatun,Bukit Cempaka 11/289,3744059,T,RT 4,1325,1353,28,157500,Februari 2026
7691796,Hartoyo,Nilam 3A,3820004,T,RT 4,2990,3010,20,109500,September 2025
7691796,Hartoyo,Nilam 3A,3820004,T,RT 4,3010,3035,25,139500,Oktober 2025
7691796,Hartoyo,Nilam 3A,3820004,T,RT 4,3035,3054,19,104500,November 2025
7691796,Hartoyo,Nilam 3A,3820004,T,RT 4,3035,3054,19,104500,Desember 2025
7691796,Hartoyo,Nilam 3A,3820004,T,RT 4,3071,3091,20,109500,Januari 2026
7691796,Hartoyo,Nilam 3A,3820004,T,RT 4,3091,3105,14,79500,Februari 2026
7692032,Perumnas Cab V Smg,Bkt Melati IX/126,3734038,T,RT 4,3021,3027,10,59500,September 2025
7692032,Perumnas Cab V Smg,Bkt Melati IX/126,3734038,T,RT 4,3027,3036,10,59500,Oktober 2025
7692032,Perumnas Cab V Smg,Bkt Melati IX/126,3734038,T,RT 4,3036,3043,10,59500,November 2025
7692032,Perumnas Cab V Smg,Bkt Melati IX/126,3734038,T,RT 4,3036,3043,10,59500,Desember 2025
7692032,Perumnas Cab V Smg,Bkt Melati IX/126,3734038,T,RT 4,3049,3058,10,59500,Januari 2026
7692032,Perumnas Cab V Smg,Bkt Melati IX/126,3734038,T,RT 4,3058,3061,10,59500,Februari 2026
7692714,Masjid Abu Bakar Assidiq,Bukit Teratai Tmr...,3749004,T,Sos Khus,8775,8775,10,25500,September 2025
7692714,Masjid Abu Bakar Assidiq,Bukit Teratai Tmr...,3749004,T,Sos Khus,8775,8775,10,25500,Oktober 2025
7692714,Masjid Abu Bakar Assidiq,Bukit Teratai Tmr...,3749004,T,Sos Khus,8775,8775,10,25500,November 2025
7692714,Masjid Abu Bakar Assidiq,Bukit Teratai Tmr...,3749004,T,Sos Khus,8775,8775,10,25500,Desember 2025
7692714,Masjid Abu Bakar Assidiq,Bukit Teratai Tmr...,3749004,T,Sos Khus,8775,8801,26,46400,Januari 2026
7692714,Masjid Abu Bakar Assidiq,Bukit Teratai Tmr...,3749004,T,Sos Khus,8801,8811,10,25500,Februari 2026
7693112,Henry Agung Wahyuhusodo,Griya Tria Indah 2-23,3740172,T,RT 4,1398,1420,22,127500,September 2025
7693112,Henry Agung Wahyuhusodo,Griya Tria Indah 2-23,3740172,T,RT 4,1420,1441,21,121500,Oktober 2025
7693112,Henry Agung Wahyuhusodo,Griya Tria Indah 2-23,3740172,T,RT 4,1441,1460,19,110500,November 2025
7693112,Henry Agung Wahyuhusodo,Griya Tria Indah 2-23,3740172,T,RT 4,1441,1460,19,110500,Desember 2025
7693112,Henry Agung Wahyuhusodo,Griya Tria Indah 2-23,3740172,T,RT 4,1483,1505,22,127500,Januari 2026
7693112,Henry Agung Wahyuhusodo,Griya Tria Indah 2-23,3740172,T,RT 4,1505,1527,22,127500,Februari 2026
7700008,"Dwi Retno Ariningsih, Dra",Sinar Bahagia 1/170,3620111,T,RT 4,3889,3954,65,417500,September 2025
7700008,"Dwi Retno Ariningsih, Dra",Sinar Bahagia 1/170,3620111,T,RT 4,3954,4027,73,473500,Oktober 2025
7700008,"Dwi Retno Ariningsih, Dra",Sinar Bahagia 1/170,3620111,T,RT 4,4027,4157,130,872500,November 2025
7700008,"Dwi Retno Ariningsih, Dra",Sinar Bahagia 1/170,3620111,T,RT 4,4027,4157,130,872500,Desember 2025
7700008,"Dwi Retno Ariningsih, Dra",Sinar Bahagia 1/170,3620111,T,Niaga 1,4277,4463,186,1918500,Januari 2026
7700008,"Dwi Retno Ariningsih, Dra",Sinar Bahagia 1/170,3620111,T,Niaga 1,4463,4577,114,1126500,Februari 2026
7700038,Dartanaik Karo Karo,Sinar Puspita 516,3622152,Y,RT 4,104,105,10,65500,September 2025
7700038,Dartanaik Karo Karo,Sinar Puspita 516,3622152,Y,RT 4,105,106,10,65500,Oktober 2025
7700038,Dartanaik Karo Karo,Sinar Puspita 516,3622152,Y,RT 4,106,110,10,65500,November 2025
7700038,Dartanaik Karo Karo,Sinar Puspita 516,3622152,Y,RT 4,106,110,10,65500,Desember 2025
7700038,Dartanaik Karo Karo,Sinar Puspita 516,3622152,Y,RT 4,110,110,10,65500,Januari 2026
7700038,Dartanaik Karo Karo,Sinar Puspita 516,3622152,Y,RT 4,110,110,10,65500,Februari 2026
7700389,Sugito,Sinar Harapan Ry 756,3621035,T,RT 4,1497,1512,15,90500,September 2025
7700389,Sugito,Sinar Harapan Ry 756,3621035,T,RT 4,1512,1528,16,95500,Oktober 2025
7700389,Sugito,Sinar Harapan Ry 756,3621035,T,RT 4,1528,1544,16,95500,November 2025
7700389,Sugito,Sinar Harapan Ry 756,3621035,T,RT 4,1528,1544,16,95500,Desember 2025
7700389,Sugito,Sinar Harapan Ry 756,3621035,T,RT 4,1562,1583,21,121500,Januari 2026
7700389,Sugito,Sinar Harapan Ry 756,3621035,T,RT 4,1583,1601,18,105500,Februari 2026
7700399,Jamiun,Sinar Asih 1/962.H,3621116,Y,RT 4,2909,2929,20,115500,September 2025
7700399,Jamiun,Sinar Asih 1/962.H,3621116,Y,RT 4,2929,2955,26,151500,Oktober 2025
7700399,Jamiun,Sinar Asih 1/962.H,3621116,Y,RT 4,2955,2981,26,151500,November 2025
7700399,Jamiun,Sinar Asih 1/962.H,3621116,Y,RT 4,2955,2981,26,151500,Desember 2025
7700399,Jamiun,Sinar Asih 1/962.H,3621116,Y,RT 4,3005,3030,25,145500,Januari 2026
7700399,Jamiun,Sinar Asih 1/962.H,3621116,Y,RT 4,3030,3030,25,145500,Februari 2026
7700860,Dicky Sabhara Prihandoko,Sinar Harapan 1/271A,3621039,T,RT 4,1663,1678,15,90500,September 2025
7700860,Dicky Sabhara Prihandoko,Sinar Harapan 1/271A,3621039,T,RT 4,1678,1688,10,65500,Oktober 2025
7700860,Dicky Sabhara Prihandoko,Sinar Harapan 1/271A,3621039,T,RT 4,1688,1694,10,65500,November 2025
7700860,Dicky Sabhara Prihandoko,Sinar Harapan 1/271A,3621039,T,RT 4,1688,1694,10,65500,Desember 2025
7700860,Dicky Sabhara Prihandoko,Sinar Harapan 1/271A,3621039,T,RT 4,1700,1705,10,65500,Januari 2026
7700860,Dicky Sabhara Prihandoko,Sinar Harapan 1/271A,3621039,T,RT 4,1705,1713,10,65500,Februari 2026
7700962,Novita Amelia,Sinar Bahagia 2/175,3620176,Y,RT 4,1887,1904,17,100500,September 2025
7700962,Novita Amelia,Sinar Bahagia 2/175,3620176,Y,RT 4,1904,1928,24,139500,Oktober 2025
7700962,Novita Amelia,Sinar Bahagia 2/175,3620176,Y,RT 4,1928,1974,46,287500,November 2025
7700962,Novita Amelia,Sinar Bahagia 2/175,3620176,Y,RT 4,1928,1974,46,287500,Desember 2025
7700962,Novita Amelia,Sinar Bahagia 2/175,3620176,Y,RT 4,1994,2015,21,121500,Januari 2026
7700962,Novita Amelia,Sinar Bahagia 2/175,3620176,Y,RT 4,2015,2031,16,95500,Februari 2026
7701074,Eko Hari Nugroho,Sinar Sejahtera 287,3621523,T,RT 4,452,473,21,115500,September 2025
7701074,Eko Hari Nugroho,Sinar Sejahtera 287,3621523,T,RT 4,473,494,21,115500,Oktober 2025
7701074,Eko Hari Nugroho,Sinar Sejahtera 287,3621523,T,RT 4,494,520,26,145500,November 2025
7701074,Eko Hari Nugroho,Sinar Sejahtera 287,3621523,T,RT 4,494,520,26,145500,Desember 2025
7701074,Eko Hari Nugroho,Sinar Sejahtera 287,3621523,T,RT 4,545,569,24,133500,Januari 2026
7701074,Eko Hari Nugroho,Sinar Sejahtera 287,3621523,T,RT 4,569,589,20,109500,Februari 2026
7710018,Deni Pribadi,Ketileng Indah M.256,3627054,Y,RT 4,283,290,10,65500,September 2025
7710018,Deni Pribadi,Ketileng Indah M.256,3627054,Y,RT 4,290,299,10,65500,Oktober 2025
7710018,Deni Pribadi,Ketileng Indah M.256,3627054,Y,RT 4,299,308,10,65500,November 2025
7710018,Deni Pribadi,Ketileng Indah M.256,3627054,Y,RT 4,299,308,10,65500,Desember 2025
7710018,Deni Pribadi,Ketileng Indah M.256,3627054,Y,RT 4,329,338,10,65500,Januari 2026
7710018,Deni Pribadi,Ketileng Indah M.256,3627054,Y,RT 4,338,347,10,65500,Februari 2026
7710888,Teguh Purwanto,Fatmawati Ketileng,3633069,T,RT 4,371,382,11,70500,September 2025
7710888,Teguh Purwanto,Fatmawati Ketileng,3633069,T,RT 4,382,393,11,70500,Oktober 2025
7710888,Teguh Purwanto,Fatmawati Ketileng,3633069,T,RT 4,393,403,10,65500,November 2025
7710888,Teguh Purwanto,Fatmawati Ketileng,3633069,T,RT 4,393,403,10,65500,Desember 2025
7710888,Teguh Purwanto,Fatmawati Ketileng,3633069,T,RT 4,414,421,10,65500,Januari 2026
7710888,Teguh Purwanto,Fatmawati Ketileng,3633069,T,RT 4,421,429,10,65500,Februari 2026
7711067,Nur Afni Faidah,Ketileng 2 Gg Kenanga 14,3632052,T,RT 3,2462,2490,28,135500,September 2025
7711067,Nur Afni Faidah,Ketileng 2 Gg Kenanga 14,3632052,T,RT 3,2490,2512,22,105500,Oktober 2025
7711067,Nur Afni Faidah,Ketileng 2 Gg Kenanga 14,3632052,T,RT 3,2512,2537,25,120500,November 2025
7711067,Nur Afni Faidah,Ketileng 2 Gg Kenanga 14,3632052,T,RT 3,2512,2537,25,120500,Desember 2025
7711067,Nur Afni Faidah,Ketileng 2 Gg Kenanga 14,3632052,T,RT 3,2567,2627,60,340500,Januari 2026
7711067,Nur Afni Faidah,Ketileng 2 Gg Kenanga 14,3632052,T,RT 3,2627,2675,48,262500,Februari 2026
7711075,Galuh Widiyanto,Ketileng Ry 30.C,3633067,T,RT 3,2122,2159,37,191000,September 2025
7711075,Galuh Widiyanto,Ketileng Ry 30.C,3633067,T,RT 3,2159,2192,33,165000,Oktober 2025
7711075,Galuh Widiyanto,Ketileng Ry 30.C,3633067,T,RT 3,2192,2211,19,91500,November 2025
7711075,Galuh Widiyanto,Ketileng Ry 30.C,3633067,T,RT 3,2192,2211,19,91500,Desember 2025
7711075,Galuh Widiyanto,Ketileng Ry 30.C,3633067,T,RT 3,2211,2211,30,145500,Januari 2026
7711075,Galuh Widiyanto,Ketileng Ry 30.C,3633067,T,RT 3,2271,2309,38,197500,Februari 2026
7711281,Soegiat Legonokiato,Bale Tentrem C/1,3634044,T,RT 5,30,34,10,69500,September 2025
7711281,Soegiat Legonokiato,Bale Tentrem C/1,3634044,T,RT 5,34,34,10,69500,Oktober 2025
7711281,Soegiat Legonokiato,Bale Tentrem C/1,3634044,T,RT 5,34,35,10,69500,November 2025
7711281,Soegiat Legonokiato,Bale Tentrem C/1,3634044,T,RT 5,34,35,10,69500,Desember 2025
7711281,Soegiat Legonokiato,Bale Tentrem C/1,3634044,T,RT 5,35,35,10,69500,Januari 2026
7711281,Soegiat Legonokiato,Bale Tentrem C/1,3634044,T,RT 5,35,36,10,69500,Februari 2026
7720215,M Arqom Aqufa,Arya Mukti 4/852,3332019,Y,RT 4,3333,3357,24,139500,September 2025
7720215,M Arqom Aqufa,Arya Mukti 4/852,3332019,Y,RT 4,3357,3382,25,145500,Oktober 2025
7720215,M Arqom Aqufa,Arya Mukti 4/852,3332019,Y,RT 4,3382,3412,30,175500,November 2025
7720215,M Arqom Aqufa,Arya Mukti 4/852,3332019,Y,RT 4,3382,3412,30,175500,Desember 2025
7720215,M Arqom Aqufa,Arya Mukti 4/852,3332019,Y,RT 4,3447,3472,25,145500,Januari 2026
7720215,M Arqom Aqufa,Arya Mukti 4/852,3332019,Y,RT 4,3472,3494,22,127500,Februari 2026
7720240,"Agus Prajitno, Drs",Tmn Arya Mukti Tmr 124,3328048,T,RT 4,1221,1228,10,65500,September 2025
7720240,"Agus Prajitno, Drs",Tmn Arya Mukti Tmr 124,3328048,T,RT 4,1228,1236,10,65500,Oktober 2025
7720240,"Agus Prajitno, Drs",Tmn Arya Mukti Tmr 124,3328048,T,RT 4,1236,1244,10,65500,November 2025
7720240,"Agus Prajitno, Drs",Tmn Arya Mukti Tmr 124,3328048,T,RT 4,1236,1244,10,65500,Desember 2025
7720240,"Agus Prajitno, Drs",Tmn Arya Mukti Tmr 124,3328048,T,RT 4,1249,1256,10,65500,Januari 2026
7720240,"Agus Prajitno, Drs",Tmn Arya Mukti Tmr 124,3328048,T,RT 4,1256,1262,10,65500,Februari 2026
7720275,Boedi Wartie Sartono,Arya Mukti 618,3332107,Y,RT 4,1281,1316,35,210500,September 2025
7720275,Boedi Wartie Sartono,Arya Mukti 618,3332107,Y,RT 4,1316,1352,36,217500,Oktober 2025
7720275,Boedi Wartie Sartono,Arya Mukti 618,3332107,Y,RT 4,1352,1383,31,182500,November 2025
7720275,Boedi Wartie Sartono,Arya Mukti 618,3332107,Y,RT 4,1352,1383,31,182500,Desember 2025
7720275,Boedi Wartie Sartono,Arya Mukti 618,3332107,Y,RT 4,1417,1451,34,203500,Januari 2026
7720275,Boedi Wartie Sartono,Arya Mukti 618,3332107,Y,RT 4,1451,1482,31,182500,Februari 2026
7721210,Sugeng Raharjo,Arya mukti barat VI/41,3329189,T,RT 3,10,10,10,49500,September 2025
7721210,Sugeng Raharjo,Arya mukti barat VI/41,3329189,T,RT 3,10,10,10,49500,Oktober 2025
7721210,Sugeng Raharjo,Arya mukti barat VI/41,3329189,T,RT 3,10,10,10,49500,November 2025
7721210,Sugeng Raharjo,Arya mukti barat VI/41,3329189,T,RT 3,10,10,10,49500,Desember 2025
7721210,Sugeng Raharjo,Arya mukti barat VI/41,3329189,T,RT 3,10,2,10,49500,Januari 2026
7721210,Sugeng Raharjo,Arya mukti barat VI/41,3329189,T,RT 3,2,2,10,49500,Februari 2026
7722128,"Yanto, SH",Tmn Ketapang Slt 57,3334088,T,RT 4,1402,1402,10,65500,September 2025
7722128,"Yanto, SH",Tmn Ketapang Slt 57,3334088,T,RT 4,1402,1402,10,65500,Oktober 2025
7722128,"Yanto, SH",Tmn Ketapang Slt 57,3334088,T,RT 4,1402,1402,10,65500,November 2025
7722128,"Yanto, SH",Tmn Ketapang Slt 57,3334088,T,RT 4,1402,1402,10,65500,Desember 2025
7722128,"Yanto, SH",Tmn Ketapang Slt 57,3334088,T,RT 4,1547,1592,45,280500,Januari 2026
7722128,"Yanto, SH",Tmn Ketapang Slt 57,3334088,T,RT 4,1592,1607,15,90500,Februari 2026
7722258,David Setiawan,Tmnsari Majapahit A9/2,3336095,T,RT 4,2030,2031,10,68500,September 2025
7722258,David Setiawan,Tmnsari Majapahit A9/2,3336095,T,RT 4,2031,2032,10,68500,Oktober 2025
7722258,David Setiawan,Tmnsari Majapahit A9/2,3336095,T,RT 5,2032,2034,10,78500,November 2025
7722258,David Setiawan,Tmnsari Majapahit A9/2,3336095,T,RT 5,2032,2034,10,78500,Desember 2025
7722258,David Setiawan,Tmnsari Majapahit A9/2,3336095,T,RT 5,2034,2034,10,78500,Januari 2026
7722258,David Setiawan,Tmnsari Majapahit A9/2,3336095,T,RT 5,2034,2051,17,120500,Februari 2026
7722532,"Wahyuni Puji Astuti,BA",Tmnsari Majapahit C.8/3,3337194,T,RT 4,340,347,10,65500,September 2025
7722532,"Wahyuni Puji Astuti,BA",Tmnsari Majapahit C.8/3,3337194,T,RT 4,347,355,10,65500,Oktober 2025
7722532,"Wahyuni Puji Astuti,BA",Tmnsari Majapahit C.8/3,3337194,T,RT 5,355,362,10,75500,November 2025
7722532,"Wahyuni Puji Astuti,BA",Tmnsari Majapahit C.8/3,3337194,T,RT 5,355,362,10,75500,Desember 2025
7722532,"Wahyuni Puji Astuti,BA",Tmnsari Majapahit C.8/3,3337194,T,RT 5,374,384,10,75500,Januari 2026
7722532,"Wahyuni Puji Astuti,BA",Tmnsari Majapahit C.8/3,3337194,T,RT 5,384,394,10,75500,Februari 2026
7730146,Dwiono Nugroho L,Plamongan Hijau 54,3609048,T,RT 4,1464,1464,10,65500,September 2025
7730146,Dwiono Nugroho L,Plamongan Hijau 54,3609048,T,RT 4,1464,1465,10,65500,Oktober 2025
7730146,Dwiono Nugroho L,Plamongan Hijau 54,3609048,T,RT 4,1465,1470,10,65500,November 2025
7730146,Dwiono Nugroho L,Plamongan Hijau 54,3609048,T,RT 4,1465,1470,10,65500,Desember 2025
7730146,Dwiono Nugroho L,Plamongan Hijau 54,3609048,T,RT 4,1470,1470,10,65500,Januari 2026
7730146,Dwiono Nugroho L,Plamongan Hijau 54,3609048,T,RT 4,1470,1480,10,65500,Februari 2026
7730197,Herlam Prodoto,Plamongan Elok 3/553,3611063,Y,RT 4,1825,1832,10,65500,September 2025
7730197,Herlam Prodoto,Plamongan Elok 3/553,3611063,Y,RT 4,1832,1840,10,65500,Oktober 2025
7730197,Herlam Prodoto,Plamongan Elok 3/553,3611063,Y,RT 4,1840,1848,10,65500,November 2025
7730197,Herlam Prodoto,Plamongan Elok 3/553,3611063,Y,RT 4,1840,1848,10,65500,Desember 2025
7730197,Herlam Prodoto,Plamongan Elok 3/553,3611063,Y,RT 4,1851,1858,10,65500,Januari 2026
7730197,Herlam Prodoto,Plamongan Elok 3/553,3611063,Y,RT 4,1858,1862,10,65500,Februari 2026
7730755,Oty Hapsari,Zebra Dalam Rt 2/5,3614509,-,RT 4,867,890,23,127500,September 2025
7730755,Oty Hapsari,Zebra Dalam Rt 2/5,3614509,-,RT 4,890,909,19,104500,Oktober 2025
7730755,Oty Hapsari,Zebra Dalam Rt 2/5,3614509,-,RT 4,909,923,14,79500,November 2025
7730755,Oty Hapsari,Zebra Dalam Rt 2/5,3614509,-,RT 4,909,923,14,79500,Desember 2025
7730755,Oty Hapsari,Zebra Dalam Rt 2/5,3614509,-,RT 4,941,972,31,176500,Januari 2026
7730755,Oty Hapsari,Zebra Dalam Rt 2/5,3614509,-,RT 4,972,992,20,109500,Februari 2026
7740167,Suyadi,Kelapa Sawit 3/261,3603168,T,RT 4,2078,2105,27,148500,September 2025
7740167,Suyadi,Kelapa Sawit 3/261,3603168,T,RT 4,2105,2132,27,148500,Oktober 2025
7740167,Suyadi,Kelapa Sawit 3/261,3603168,T,RT 4,2132,2158,26,142500,November 2025
7740167,Suyadi,Kelapa Sawit 3/261,3603168,T,RT 4,2132,2158,26,142500,Desember 2025
7740167,Suyadi,Kelapa Sawit 3/261,3603168,T,RT 5,2180,2210,30,201500,Januari 2026
7740167,Suyadi,Kelapa Sawit 3/261,3603168,T,RT 5,2210,2234,24,156500,Februari 2026
7740202,Yongkie Handoyo,Flamboyan 115,3607119,Y,RT 4,1065,1076,11,61500,September 2025
7740202,Yongkie Handoyo,Flamboyan 115,3607119,Y,RT 4,1076,1088,12,66500,Oktober 2025
7740202,Yongkie Handoyo,Flamboyan 115,3607119,Y,RT 4,1088,1101,13,71500,November 2025
7740202,Yongkie Handoyo,Flamboyan 115,3607119,Y,RT 4,1088,1101,13,71500,Desember 2025
7740202,Yongkie Handoyo,Flamboyan 115,3607119,Y,RT 4,1113,1126,13,71500,Januari 2026
7740202,Yongkie Handoyo,Flamboyan 115,3607119,Y,RT 4,1126,1137,11,61500,Februari 2026
7740391,Djohan,Cemara 2/51,3607047,Y,RT 4,319,336,17,91500,September 2025
7740391,Djohan,Cemara 2/51,3607047,Y,RT 4,336,354,18,96500,Oktober 2025
7740391,Djohan,Cemara 2/51,3607047,Y,RT 4,354,376,22,118500,November 2025
7740391,Djohan,Cemara 2/51,3607047,Y,RT 4,354,376,22,118500,Desember 2025
7740391,Djohan,Cemara 2/51,3607047,Y,RT 4,398,417,19,101500,Januari 2026
7740391,Djohan,Cemara 2/51,3607047,Y,RT 4,417,438,21,112500,Februari 2026
7740461,Sri Purwaningsih,Kelapa Sawit 6/746,3606024,T,RT 4,2942,2989,47,285500,September 2025
7740461,Sri Purwaningsih,Kelapa Sawit 6/746,3606024,T,RT 4,2989,3023,34,194500,Oktober 2025
7740461,Sri Purwaningsih,Kelapa Sawit 6/746,3606024,T,RT 4,3023,3066,43,257500,November 2025
7740461,Sri Purwaningsih,Kelapa Sawit 6/746,3606024,T,RT 4,3023,3066,43,257500,Desember 2025
7740461,Sri Purwaningsih,Kelapa Sawit 6/746,3606024,T,RT 4,3102,3141,39,229500,Januari 2026
7740461,Sri Purwaningsih,Kelapa Sawit 6/746,3606024,T,RT 4,3141,3184,43,257500,Februari 2026
7740996,"Fx Tri Djoko Pudjiono, SH",Kelapa Gading 8/268,3603118,T,RT 4,1918,1918,10,56500,September 2025
7740996,"Fx Tri Djoko Pudjiono, SH",Kelapa Gading 8/268,3603118,T,RT 4,1918,1918,10,56500,Oktober 2025
7740996,"Fx Tri Djoko Pudjiono, SH",Kelapa Gading 8/268,3603118,T,RT 4,1918,1918,10,56500,November 2025
7740996,"Fx Tri Djoko Pudjiono, SH",Kelapa Gading 8/268,3603118,T,RT 4,1918,1918,10,56500,Desember 2025
7740996,"Fx Tri Djoko Pudjiono, SH",Kelapa Gading 8/268,3603118,T,RT 4,1918,1918,10,56500,Januari 2026
7740996,"Fx Tri Djoko Pudjiono, SH",Kelapa Gading 8/268,3603118,T,RT 4,1918,1930,12,66500,Februari 2026
7741048,Teswa S,Kelapa Sawit 7/572,3605151,Y,RT 4,159,160,10,56500,September 2025
7741048,Teswa S,Kelapa Sawit 7/572,3605151,Y,RT 4,160,161,10,56500,Oktober 2025
7741048,Teswa S,Kelapa Sawit 7/572,3605151,Y,RT 4,161,161,10,56500,November 2025
7741048,Teswa S,Kelapa Sawit 7/572,3605151,Y,RT 4,161,161,10,56500,Desember 2025
7741048,Teswa S,Kelapa Sawit 7/572,3605151,Y,RT 4,162,162,10,56500,Januari 2026
7741048,Teswa S,Kelapa Sawit 7/572,3605151,Y,RT 4,162,163,10,56500,Februari 2026
7741069,Liong Nio,Trembesi 1321,3608121,Y,RT 4,394,395,10,56500,September 2025
7741069,Liong Nio,Trembesi 1321,3608121,Y,RT 4,395,397,10,56500,Oktober 2025
7741069,Liong Nio,Trembesi 1321,3608121,Y,RT 4,397,398,10,56500,November 2025
7741069,Liong Nio,Trembesi 1321,3608121,Y,RT 4,397,398,10,56500,Desember 2025
7741069,Liong Nio,Trembesi 1321,3608121,Y,RT 4,399,401,10,56500,Januari 2026
7741069,Liong Nio,Trembesi 1321,3608121,Y,RT 4,401,402,10,56500,Februari 2026
7741127,Eddyanto,Plamongan Indah C-15/30,3602044,T,RT 4,838,854,16,86500,September 2025
7741127,Eddyanto,Plamongan Indah C-15/30,3602044,T,RT 4,854,870,16,86500,Oktober 2025
7741127,Eddyanto,Plamongan Indah C-15/30,3602044,T,RT 4,870,887,17,91500,November 2025
7741127,Eddyanto,Plamongan Indah C-15/30,3602044,T,RT 4,870,887,17,91500,Desember 2025
7741127,Eddyanto,Plamongan Indah C-15/30,3602044,T,RT 4,907,917,10,56500,Januari 2026
7741127,Eddyanto,Plamongan Indah C-15/30,3602044,T,RT 4,917,926,10,56500,Februari 2026
7741169,Anis Furiyanto,Lanan 1498,3608189,Y,RT 4,3585,3619,34,194500,September 2025
7741169,Anis Furiyanto,Lanan 1498,3608189,Y,RT 4,3619,3972,353,2427500,Oktober 2025
7741169,Anis Furiyanto,Lanan 1498,3608189,Y,RT 4,3972,3999,27,148500,November 2025
7741169,Anis Furiyanto,Lanan 1498,3608189,Y,RT 4,3972,3999,27,148500,Desember 2025
7741169,Anis Furiyanto,Lanan 1498,3608189,Y,RT 4,4016,4035,19,101500,Januari 2026
7741169,Anis Furiyanto,Lanan 1498,3608189,Y,RT 4,4035,4051,16,86500,Februari 2026
7741301,Eko Yulianto,Kruing 1235,3608086,T,RT 4,4395,4415,20,115500,September 2025
7741301,Eko Yulianto,Kruing 1235,3608086,T,RT 4,4415,4436,21,121500,Oktober 2025
7741301,Eko Yulianto,Kruing 1235,3608086,T,RT 4,4436,4455,19,110500,November 2025
7741301,Eko Yulianto,Kruing 1235,3608086,T,RT 4,4436,4455,19,110500,Desember 2025
7741301,Eko Yulianto,Kruing 1235,3608086,T,RT 4,4471,4493,22,127500,Januari 2026
7741301,Eko Yulianto,Kruing 1235,3608086,T,RT 4,4493,4509,16,95500,Februari 2026
7741312,Tan Andi Sanjaya,Flamboyan 117,3607117,Y,Niaga 2,641,645,10,94500,September 2025
